- Depth 0 | Player 2 | Move None | Score 0.3 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.625, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.625, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.638 | α=0.638, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score -0.287 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.638 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.638, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.638, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.638, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.638, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.312 | α=0.312, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.312 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
        - Depth 2 | Player 2 | Move 5 | Score 0.312 | α=0.312, β=0.3
            - Depth 3 | Player 1 | Move 0 | Score 0.062 | α=0.2, β=0.062
                - Depth 4 | Player 2 | Move 0 | Score 0.312 | α=0.312, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.312 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.062 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.05 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score 0.062 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 4 | Score 0.05 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 5 | Score -0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 6 | Score -0.263 | α=0.2, β=0.3
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.2, β=0.062 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.038 | α=0.2, β=0.038
                - Depth 4 | Player 2 | Move 0 | Score 0.662 | α=0.662, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score -0.25 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.662 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.662, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.65 | α=0.65, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score -0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.65 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.65, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.6 | α=0.6, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.275 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.6 | α=0.275, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.6, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.6, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.6, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.6, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.912 | α=0.912, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.275 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.912 | α=0.275, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.912, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.912, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.912, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.912, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.038 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score -0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score -0.012 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score -0.287 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score 0.038 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 4 | Score 0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 5 | Score -0.287 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 6 | Score 0 | α=0.2, β=0.3
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.2, β=0.038 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.2, β=0.038 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score 0.312 | α=0.2, β=0.3
                - Depth 4 | Player 2 | Move 0 | Score 0.662 | α=0.662, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.062 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.662 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.662, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.337 | α=0.337, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.05 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.337 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.337, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.337, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.337, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.337, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.337, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.312 | α=0.312, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.312 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.312 | α=0.312, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.312 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.638 | α=0.638, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score -0.287 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.638 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.638, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.638, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.638, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.638, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.637 | α=0.637, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.037 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.637 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.637, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.637, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.637, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.637, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.637, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.65 | α=0.65, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.05 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.65 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.65, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
        - Depth 2 | Player 2 | Move 6 | Score 0.325 | α=0.325, β=0.3
            - Depth 3 | Player 1 | Move 0 | Score 0.062 | α=0.2, β=0.062
                - Depth 4 | Player 2 | Move 0 | Score 0.312 | α=0.312, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.312 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.312, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.312, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.062 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score -0.013 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.05 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score 0.062 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 4 | Score 0.05 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 5 | Score -0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 6 | Score -0.263 | α=0.2, β=0.3
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.2, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.2, β=0.062 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.325 | α=0.2, β=0.3
                - Depth 4 | Player 2 | Move 0 | Score 0.662 | α=0.662, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score -0.25 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.662 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.662, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.65 | α=0.65, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score -0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.65 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.65, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.6 | α=0.6, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.275 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.6 | α=0.275, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.6, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.6, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.6, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.6, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.912 | α=0.912, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.275 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.912 | α=0.275, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.912, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.912, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.912, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.912, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.325 | α=0.325, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.275 | α=0.263, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0 | α=0.275, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score 0.325 | α=0.275, β=0.3
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.325, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.325, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.325, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.65 | α=0.65, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.013 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.65 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.65, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.65, β=0.3 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.662 | α=0.662, β=0.3
                    - Depth 5 | Player 1 | Move 0 | Score 0.013 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 1 | Score 0.025 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 2 | Score 0.662 | α=0.2, β=0.3
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.662, β=0.3 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.662, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score N/A | α=0.325, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.325, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.325, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.325, β=0.3 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.325, β=0.3 [PRUNED]
    - Depth 1 | Player 1 | Move 4 | Score 0.275 | α=0.3, β=0.275
        - Depth 2 | Player 2 | Move 0 | Score 0.275 | α=0.3, β=inf
            - Depth 3 | Player 1 | Move 0 | Score 0.062 | α=0.3, β=0.062
                - Depth 4 | Player 2 | Move 0 | Score 0.062 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.25 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score 0.062 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score 0.05 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.037 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.25 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.062 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.062 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score -0.688 | α=0.3, β=-0.688
                - Depth 4 | Player 2 | Move 0 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -1.0 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=-0.688 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score 0.275 | α=0.3, β=0.275
                - Depth 4 | Player 2 | Move 0 | Score 0.275 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score 0.275 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.713 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -1.0 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.275 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score 0.275 | α=0.3, β=0.275
                - Depth 4 | Player 2 | Move 0 | Score 0.275 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.438 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.688 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score 0.275 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.05 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.075 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.688 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.275 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.275 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score 0.2 | α=0.3, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.45 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.7 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.075 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score 0.2 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.125 | α=0.3, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.7 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.3, β=0.2 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.3, β=0.2 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score 0.2 | α=0.3, β=0.2
                - Depth 4 | Player 2 | Move 0 | Score 0.2 | α=0.3, β=inf
